cleaned_text,label
dumb bitch ruined a perfectly good sweater,toxic
if ya bitch mad tell ha ill put ha own ;,toxic
mary jane my only bitch,toxic
i hate when bitter bitches try to take away someones happiness.,toxic
bitches be trying the wrong bitches and dont even be knowing..,toxic
"guys be like man, fuck that bitch! ; but deep inside, they miss that bitch, still love that bitch, and want that bitch ;",toxic
"royal city of the kushite kings at meroe sudan,near river nile.it was the seat of the rulers who occupied egypt",normal
if your girlfriend doesnt like that bitch. you dont talk to that bitch.,toxic
this bitch just said i hope it snows like hell this summer  ; now how in the actual fuck do you expect that to happen?,toxic
"no bitch u were not born with 7 pounds of sephora and mac on ya face, thats not ya natural face",toxic
old soul? more like young bitch.,toxic
rt if u a broke bitch with expensive taste,toxic
only low self esteem niggas walk around braggin about bitches he fucked! they have something to prove to ppl,toxic
that pointy nail game is for da birds.,normal
you had me at eating pussy.,toxic
dumb bitch,toxic
a birds eye view of todays  activities. thanks  for the great camera work!,normal
this bitch just blew my high and i was off all of dese drugs...,toxic
when bae sings it aint nun to cut that bitch off with too much enthusiasm,toxic
"we always bitch about the opposite sex when were equally just as scandalous. not all, but a large sum. hypocrisy at it;",toxic
full  set except the last song from southern darkness fest last month. whos the ape on guitar?,normal
"dreigdwergen, haatsmurfen en de roze khmer hoe twitter een slagveld werd  via",normal
fairy tale does not deny the existence of sorrow and failure...,normal
aye little bitch yall niggas hirin? ;;;,toxic
where da hoes at... cmon thru at hatchys in utica tdt about to rock dis biiaaaatch.,toxic
have their been any reports of an aerosolized virus that turns apes intelligent? seems like that kind of day.,normal
"found cheese cracker sandwiches in the cabinet, a year expired. ate them anyway. if i die tonight, these will be the worst l;",normal
piers morgan to charlie sheen ;you were taking cocaine;; charlie sheen ;i wasn;t taking it. i had to pay for it.; via ...,normal
"if a nigga can tell hoes hes taken , hes a real nigga .",toxic
"could never kiss up to a bitch or follow up being someone. not my cup of tea , you hoes look foolish",toxic
charlie crist refuses to back down from racebased attack on gop,normal
when the pussy so good and u forget to pull out,toxic
shut the fuck up dumb bitch,toxic
there will be track sweeping during this yellow.,normal
okay okay but. trans birds,normal
i hate a i dont text first type bitch,toxic
squad up bitch nigga,toxic
i fucked ur bitch after i got bingo,toxic
damn girl that pussy talkin ;;; im keeled over nigga,toxic
"ridin round blowin loud, fuck hoes by the crowd. rt  lil reeses verse on my lil niggas is a str8 hip hop classic",toxic
"these thots keep saying all niggas want is pussy;;....well bitch wtf else does your broke, non cooking, ass have to off;",toxic
1? smh ; rt  ; yoo ;;  what a fuckin ego bust.,toxic
alabama is overrated this yr the last 2 weeks has shown too many chinks in their armor wv gave them hell too,normal
you are trash me,toxic
its all they know rt  you bitches never gonna b happy following these social sites,toxic
"you want a hot body? you want a bugatti? you better be born into wealth, bitch.",toxic
possum a hoe ..,toxic
what you still doing up my nig,toxic
i wanna eat weed brownies but then i ask my self if i really wanna spend countless hours watching a documentary on sea tu;,normal
i wish they made a hoe fax . id be like show me the hoe fax before dateing a girl .,toxic
bitches will fuck a nigga with money knowing he aint buying her shit. but wont fuck a broke nigga that would give her his;,toxic
"im really chill. i talk to everyone, im far from being a stuck up bitch.",toxic
you used to be the shit but now you aint shit bitch,toxic
hes a beaner not a nigga,toxic
some these bitches got birkins and dont even have cars on the island.. let alone furniture,toxic
"whered you get the beauty scar tough guy, eating pussy ..",toxic
jen bitch daquan dropped your kids off today keisha bitch i dont got kids jen not no more bitch i swallowed em,toxic
gt; these bitches,toxic
these hoes got no chill,toxic
"like, when youre a hoe, how do u sleep at night?",toxic
"update collegian dressed as yellow teletubby will face charges for breakin, theft of chinese food leftovers...",normal
icepick punk bitch blood in the mosh pit,toxic
when i throw away paperball perfectly into the trash can,normal
somebody find this bitch and fuck her. she aint had no good dick fucking with this fat nigga.,toxic
bad bitches get in free night at weenie hut jrs,toxic
hoes on my jitterbug,toxic
need a bad bitch who knows how 2 treat a pokemon master right,toxic
that bitch aint loyal.,toxic
i have never screamed so much like a little bitch just from a fucking video game im leaving earth iggbye,toxic
charles mansons fiancee will have a difficult time planning their honeymoon. charlie cant surf.,toxic
fuck you say bitch? i will kill you,toxic
"bitches hanging in the salty spatoon, tweetin y cant i find a good guy",toxic
you guys are all the best      love you nig nogs,toxic
recent studies have shown that ur a lil bitch,toxic
happy teen wolf! heres me with  getting ready to bitch slap a berzerker,toxic
"merry christmas, everyone! unless youre a fucking bitch then literally just go.",toxic
how much coke did charlie sheen do?.. enough to kill two and a half men i guess,normal
this bitch is the nugget filling at mcdonalds,toxic
claw that ass!   when u see that bitch who was talkin shit on twitter in public...,toxic
"one, two, three, four, how many niggers are in my store?",toxic
this is the life nigger,toxic
did that bitch ever get out of ludacriss way?,toxic
what bitch tried to kill kendrick lamars vibe?,toxic
bitch ass nigga square up ;;,toxic
californias biggest retards. dont forget about holy who just released an amazing ep.,toxic
nigger a fully grown niglet,toxic
ur typical twitter hoe,toxic
"1, 2, 3, 4... how many niggers are in my store, i knooooooow your stealing! ;;;",toxic
"on this  day 2014, the yanks advanced out of the  despite a 01 loss to .",normal
i dont know why i go on that pancake face bitchs twitter. she gets me tight every time,toxic
my body thought wed get an extra hr sleep but my brain decided to wake up 2 hrs earlier.  my brains a bitch.,toxic
charlie rangel on gop they believe slavery isnt over  rangel is a flagrant tax evader and racist,normal
if i was obama id call a press conference and slit joe bidens neck on live tv just 2 show these crackers i mean business;,toxic
thank you oneaday for making your vitamins the size of a fucking twinkie. i love giving myself the heimlich maneuver every mo;,toxic
none of my bitches judge me they love me ; dont think they would like me if i was any other way,toxic
bitches be like ;; but still be in everybodys business,toxic
some girls be using halloween as an excuse to act like hoes and get away with it smh,toxic
i aint gonna text first cus pride bitch,toxic
if we date u dont even gotta worry bout me talking to other hoes cus i aint got any,toxic
she said ;i want a man who can pick me up during sex; bitch you lucky i picked you up at all gas prices high as hell,toxic
side hoe let;s make us official  me,toxic
did that bitch from frozen ever let it go?,toxic
did those bitches from frozen ever build a snowman?,toxic
draya really out catching a tan while her son looking out the window like the ikea monkey while everybody trick or treati;,normal
my type a bitch ;;;  lmao yass,toxic
girls go talk to your other hoes game too strong,toxic
we live in a world full of unloyal hoes and ugly niggas asking for hugs,toxic
when u with yo main bitch and you see yo side bitch in public,toxic
in other news your bitch cook for me.,toxic
flappy bird is taking over my life. i can hear the bird crashing every time something goes wrong.,normal
this bitch got the itunes terms and conditions tattooed on her,toxic
sen. harry reid lists all the things republicans have blocked in the senate  via  he is ho;,normal
well we sure as heck know how to read. im reading the trash right now and almost everything ive heard on the web;,normal
suck my duck thot lol looks like ur autocorrect changed dick to duck i meant what i said bitch,toxic
6 god by drake is trash thank you,toxic
"black girls have never been into me. i guess cause i dont call them hoes, sell drugs or shoot niggas o well.",toxic
yall boyz was fried! fuck dat pussy nigga in the blue doe,toxic
"prediction obama will leave the democratic party in shambles ; oh gosh, i hope so ;;;;;payback really is a bitch",toxic
mean girls are just honest bitches.,toxic
which world cup teams are jihadis rooting for?,normal
"everyone always says girls are really bitchy, no. some boys are fucking inconsiderate bitchy cunts it is actually disgu;",toxic
"chinas bird flu outbreak 3 good signs, 3 bad signs and 3 very bad signs",normal
ane is a cunt,toxic
why yall hoes in such a hurry to be single mothers?,toxic
fake bitch  hey girl  me;,toxic
just me or are there a lot of tweets from media tonight about election night food??!! for the record cheese and crackers ;,normal
last thought before bed in 92 we had a mock election in 3rd grade and i voted for perot. maybe i related to his rea;,normal
pussy pussy pussy i smell ya frum bout a mile away;,toxic
i have 0 hoes lmfao,toxic
too many bitches is shady,toxic
got dhem hoes !,toxic
niggas aint shit but hoes with dicks,toxic
charlie wearing the dont tread on me flag pin? every dem should show up in congress in 2015 wearing that ;,normal
"once i get a cold beer in my hand there aint no mistakin who i am, i cant hide my redneck side",normal
shout out to all you girls that wear those holy cross leggings but got a pussy thats full of sin,toxic
raising asia.... that lil bitch could dance bruh ;,toxic
lmfao hicks,toxic
i love bad bitches thats my fuckin problem ;,toxic
ratchet hoes wear flip flops that curl up and turned black like souls of slaves walked in them,toxic
yo girl pussy stank  this tweet stinks rt  there is no suck thing as a faithful bitch in washin;,toxic
"even shorter charlie sheen your move, mel gibson.",normal
nigga messed with the wrong bitch ;; ;;;;;;;;;;;;;;;,toxic
steals your bitch,toxic
"no, you stupid redneck, animal husbandry does not mean you can get hitched to your blue tick hound, misty.",toxic
big booty bitches with...  ass rt  tits,toxic
i use the word cunt very loosely,toxic
currently taking over ur bitches brain with my creativity and wierdness.,toxic
on the east coast theres colored hair everywhere.  this must be the sweetest wave ever.,normal
respect the man with vision and a gang of bitches to follow it.,toxic
"share your feelings but if iss some hoe shit, keep it to yourself.",toxic
woke up sleazy. im bout to make this day my bitch,toxic
my chinese social media feed is in total hysteria over the onset of bird flu and recent dead pigs in the river in  ...,normal
fuck you up fucking skank ass cunt,toxic
huntley high school is the most retarded high school ever.,toxic
this bitch tried to give my dick a hickey,toxic
am i wrong fa laughin at dem niccas on 1st 48 who be cryin n the interrogation room;hell noooo;;;pussy ass n;,toxic
i did use to buy 2 tees n wear both dem bitches at the same time;lame ass lol,toxic
im steady hearin bout these suppose to be tuff street niccas gettin fuccd n dey ass smh gay boys;;;smh sad ;,toxic
they aint een kno i was in that bitch,toxic
when youre stressing over someone then realize you got hoes .. ;;;,toxic
"enough with the mind fuck and pass me the fucking nachos, cunt.",toxic
if you dont give your bf head youre a lame bitch and hes probably cheating on you with a bitch the suck his shit dr;,toxic
these hoes aint loyal!,toxic
only southerners know the difference between redneck and white trash.,toxic
lets go yankees,normal
a hoe is cool with being unclaimed and kept on the low so that people dont call her what she is. a hoe.,toxic
gov rick scott refuses to debate charlie crist because of a small fan,normal
new avi thanks to b oreo,normal
whatever. no matter how many times kids fuck me over i will never become i pussy. i promise you that.,toxic
only real bitches suck dick,toxic
dont be 32 on here and saying all my friends and everyone i know has a baby.  well bitch. life.,toxic
to that niggah   go follow,toxic
remember that one bitch ass you ate out last week,toxic
lmao niggah this is twitter my kenosha bitches cant be trained like my florida bitches,toxic
this niggah was tripping over everybody,toxic
damn my niggah side bitch got him making her a sandwich ;;;,toxic
free my niggah,toxic
i asked  whats the definition of a preppy white girl and this niggah said starbucks,toxic
i took yo job bitch,toxic
nooo i left my papers in the basement n my niggah getting some cakes down there .,toxic
the way this niggah just flinched at this movie was,toxic
this niggah said her lips dry ass hell lmao ;;;;,toxic
"to that cunt who said she wont rt ppl who use foul language because it lacks intelligence... bitch, let me introduce y;",toxic
yung nation riot . still bump that hoe,toxic
damn where you on house arrest at ? and yup in tht bitch like ;;;,toxic
all yall bitches corny lol;rt,toxic
lol the thirst be so real on dis bitch ;,toxic
"well i just got conformation that is your body count is five or above, its high and you a hoe ;;;",toxic
iont like yall always talking. not even tryna be funny thou rns;;;;; bitch i do;,toxic
"9, 10 now youre having my twins. rt  7, 8 get that pussy ate rt rt  you ;",toxic
we all know dumb bitches like this,toxic
multi till i die bitch believe that...,toxic
feeling the crisp fall wind spinning around me and watching the colorful leaves fall like rainbow colored raindrops slowly;,normal
cant turn a hoe into a housewife.,toxic
"im trynna find me a wifey type, not a hoe type.",toxic
i want subway cookies; dem bitches do sound good rn;;,toxic
not sparing no hoes;  ;,toxic
you can definitely tell whos a whore by what bitches wear when its slightly warm out.. ;;;,toxic
if i was to really be straight bold bitches will hate me man,toxic
"youre a little bitch, and im straight up rude.",toxic
you hoes are lost.,toxic
a mexican bitch better win the crown!,toxic
dawg! ; pet peeve is finding out a cute guy has hoes. i automatically lose interest. i dont compete.;,toxic
chest tattoos on females are trash .,normal
lol imma start handing out guides and manuals cause you bitches wanna be me so bad ;;;;,toxic
ill fuck a bitch real quick;,toxic
"some of yall hoes can spend 300 on bundles, have a mk purse with a matching wallet, have your nails done but dont ev;",toxic
"1 good girl is worth 1,000 bitches and people still fail to realize that",toxic
blaxican,toxic
i let these bitches talk. thats just free promotion ;.,toxic
the streets aint going no where. these hoes for everybody. when you got someone real you hold on to them.,toxic
you dont want to play csgo youre a bitch! no i wont play fucking league of legends that game is shit i;,toxic
its funny when sluts say u just mad cause im 100 real its like no bitch  cuz u actually about 65 water gtfo,toxic
u a 10? on the ph scale maybe cause you basic hoe,toxic
ugly bitch prolly so cockeyed she lookin at the dick and balls up close at the same time while suckin at the same time,toxic
whos to blame for the yankees underperformance this year? the umps? management? the ebola outbreak?...how bout the player;,normal
when you realize you got no hoes,toxic
smoke wit a bitch in nap and let her play music i bet 100 she turn on boosie or some slow shit ; real shit,toxic
and  fell in love with pussy he never even got....,toxic
i be like ;_____________; fuck! here come the 5o __;______;__ be cool son ___;;_____ man fuck  ___;___;____ bitch ass ;,toxic
i bitch about unnecessary things lol,toxic
obama a bitch.,toxic
why is arizona hot as hell and then literally 5 minutes later its fuckin hurricane katrina up in this bitch,toxic
i was head first every time for you. . but now im pussy?;,toxic
fck all you hoes. catch a grip!,toxic
damn babe ; sike forever fucking with basic bitches ;; ;;,toxic
had a crush on a bitch with a man i tried to show her that i could treat her better but i never had no luck,toxic
dick will have bitches selling their own mothers soul.. inconsistent dick at that. dick that they know isnt staying.,toxic
rt  yall virgo bitches gotta chill thinking yall beyonc; ;;;,toxic
wtf rt  ;;; ; he peed on this bitch  ill cut his shit,toxic
these hoes aint loyal,toxic
"i sent that bitch a smiley face, bitches love smiley faces ;",toxic
if u aint never had a pregnancy scare your pussy trash ladies,toxic
fuck half the bitches at mount rainier ;; i only fucks wit a few,toxic
"if you know he has a girlfriend dont be that little bitch, respect it and move on.",toxic
you put my number on blocklist? how can i stop this??? convert them mfs. ill make all them hoes topless. ;;,toxic
if rather fukk a bitch dat fukks eryday den fukk dat bitch who try to hol n be a cold whore n da sheets i cnt een look at ;,toxic
hoes tweets be like put that dick in my throat i wont choke then when you ask them about it they say its a song hoe wh;,toxic
because theyre all fucking two years old acting like i wont mind being tagged bitch i will violate you,toxic
free wop,toxic
"dont want a good girl, hoes is his choice",toxic
"she a hoe yearround, yeezy taught me",toxic
if a bitch says eeeeeee she a hoe,toxic
"miley cyrus, macklemore and adam levine all got together n were like lets gets the most retarded fucking hair cuts ever",toxic
approach yo bitch like,toxic
ppl from the uk go dumb hard when they curse they be like you shitting cunt i be like dam cunts cant shit,toxic
fuck you dude! talk shit to my friend i will beat your ass bitch,toxic
nah these bitches up harbor city ;,toxic
gabbys a bitch and made jackie make the tea packet first.,toxic
gabbys a bitch and turned on my xbox with her nasty foot..,toxic
who let gabby get drunk off of her ass? give that bitch bread...bitches love bread.,toxic
fuck a bitch and think of me,toxic
just a bunch of rednecks hammered for three straight days,toxic
building a dresser really makes me crave an ice cold glass of pussy am i right dudes,toxic
youre a fucking queer,toxic
the trash generation,normal
where are all the thinkpieces on why kids call themselves trash and garbage these days,normal
you need to at least not be a bitch 127 to date me,toxic
i immediately become the biggest bitch when im sick. like i just need to be taken care of lmao,toxic
there no such thing as too much pussy .,toxic
"all i ever asked for was patience, patience and pussy but mostly patience..",toxic
you cant question snoop dogg he a og he told us not to love these hoes.,toxic
full retard nar blaming slow april sales on winter weather.,toxic
from a tdd pov linux is just a mock for the kernel of the gnuhurd system.,normal
if youre gonna trash talk my piercings dont say it in front of my best friends ;;;;,normal
eloquently stated. ; god i hate tom coughlin ol ass fuckboy ass geriatric ass pussy ass bitch;,toxic
rt and pass that bitch,toxic
rt if one of your followers sell pussy but hop on twitter like they got all the morals and class,toxic
rt if you fucked a bitch that fucked every nigga in your state,toxic
rt to spam this bitch ass nigga rt  migos,toxic
rt what got me into baseball! well only a couple more days till all these legends will be retired,normal
rt! commence carpet bombing! all  soldiers in this video  executed by jihadis from,toxic
rt!! you pussy whipped for only following  tho....,toxic
rt i wonder how much pussy justin bieber gets.....,toxic
rtin your own shit now pussy what a joke youd end up just like all the rest no show chicken shit mother fucker,toxic
"rt, if you agree!  says  looks like; a monkey, who belongs in an african zoo  rofl!",toxic
"rt thank you, captain. itll never be the same.",normal
raaaayciss bitch ; michelle obama africanamericans should vote for democrats  via ;,toxic
rack city bitch !,toxic
raised round real niccas no decoy,toxic
rallys sound good af. but ion have no hoes so we cant take that ride ;,toxic
rambo bout to flex on these hoes,toxic
rams too  lakers as a whole is trash rt  jordan hill is trash. play davis and randle more,normal
ran here from my house too... im kinda retarded. lol,toxic
rand went full retard some time ago ;  isnt playing the game... hes just retarded.,toxic
rap bitches prolly scared of remy ma lol,toxic
rape a ho ben! lol,toxic
ratchet lol ass lol bitch,toxic
raunchy ass hoe.,toxic
raunchy ass to pussy action with sakurako offering up her holes for;use,toxic
ravioli stuffed wit lobster nd a nice stuffed clam  betterthanamobster,normal
ray rice bitch!!!!!!!!!!!!!,toxic
ray rice is a bitch and his wife is stupid for staying by his side.,toxic
ray rice had that bitch of the xans and the lean all in one punch,toxic
"re alexander skarsgard, my roommate has declared hes a sexy albino lizard. i dont know how thats sexy, but it kinda is.",normal
reaaallly wish i had more milk for oreos. lol,normal
reading the ut sexual assault case takes me back 2 college.ill never forget d walk would say dont run trains on them hoes.straight trouble,toxic
ready to bounce out dis bitch,toxic
ready to go get my fried oreos,normal
real niggas and bad bitches have 2 things in common. youre both ignorant as fuck and neither of you know that youre kings and queens.,toxic
real basketball players get disappointed when they throw something in the trash can and miss,normal
real bitches who really hungry wont be out here arguing with bitches on twitter straight flexin,toxic
real love hard to find when these bitches try to fake it with me,toxic
real niccas relate fuk niccas perpetrate,toxic
real nigga need a real bitch. just somebody i can chill with.;;,toxic
real niggas let real bitches come ;,toxic
real niggas let real bitches cum first ;,toxic
real niggas speaking bitch u better listen....,toxic
"real niggas treat me with respect and youre a pussy, nigga.",toxic
real nigs uck with me and i dont give a uck who dont,toxic
"real shit. now if the bitch want some grapes or something, thats different.",toxic
real shit i love eating pussy.,toxic
real talk i really aint fully trusted a bitch since instagram and twitter became popular,toxic
real talk not being byes or nothin! the whole nfc south glad bag trash this year none of the teams have a chance making it to the playoffs!,normal
really barnicle? oj or anthony weiner? mj is a clown show for  and the rich. come on  do you want good ratings?,toxic
really aint nuttin to cut that bitch off,toxic
really bitch?,toxic
really bitch? no.,toxic
really craving my arroz con pollo y habichuelas right now,normal
really tempted to let out the redneck side of my drink a lot of beer and sing some country karaoke..,normal
really wanna go biking downtown. the current lack of sunglasses... not cool. not happy. prepare the bitch face.,toxic
really. 3 hours to find paper work is retarded. tarrant county courts suck.,toxic
reaper drones pinpoint jihadi john  via,normal
reathie phone jumping out the gym finna cut this bitch off,toxic
reathie scared thenna bitch,toxic
receipts? rt  i still remember that time lawrence left me a vile voice mail. he was angry. called me a ho and everything. lol,toxic
red sox fans bitch the loudest about right field. their hitters exempt from hitting them out too?,toxic
red bitch with me dark skin friend callin talkin bout come and get me,toxic
ref finally calls it when its an arm ball but those hoes didnt count the hand ball in the mexico game. k,toxic
regular joes rockin tha boat thats us redneck yacht clubbb;;,normal
reina yoshii in cock blowing threesome with her hairy pussy teasing;cock,toxic
"remember that fear is there to guide you, not cripple you.",normal
remember when i said uchiha;s are faggots? this week sasuke reaffirms that with flying colors.,toxic
"remember when i told yall bout my coworker not lookin out a couple weeks back?.. karmas a hoe, got his ass.",toxic
remember when i would spank everyone in meme wars? because i do,toxic
remember when black girls out numbers in front of shit. im 9 hungry you 7 stupid hoe,toxic
"reminiscin on my swinger days, when i drove a caddy and my bitch sported a finger wave",toxic
repeat after me where my bitches?,toxic
republicans arent the only racist in america. we have racist democrats too. but dont play the token negro card...,normal
rescue elephant calf ;nunai; looking fuzzy at the international fund for animal welfare rehabilitati,normal
retweet to spam this faggot rt  dick going ;,toxic
rev. charlie rangel what unions stand for are ;spiritual damn things;; like inflatable rats.,normal
review the yanks are coming! a military history of the united states in world war i  via,normal
"rewrite, tinker with its official language regarding samesex relationships, divorce, remarriage, etc. but nothing is set in stone at all.",normal
rick is not a bitch.,toxic
ricky is such a bitch when it comes to girls;,toxic
riding in that ooo bitch its nasty,toxic
riding my quad with this bitch ;,toxic
riding wit my old dude .. dis nicca bangin   ;;;;;;,toxic
rihanna just slaying any bitch ;;,toxic
rihanna must got the holy grail of pussy ;,toxic
rihannas favorite thing about white house visits my president being black   poking whiteynot wise..,toxic
rikanya lt;lt;lt; ; get this bitch out my dm,toxic
"rise up, gonna get higher and higher! its all hips and nips, otherwise i aint eating!",toxic
roll that weed bitch shake that ass hoe,toxic
"roll tide, bitches",toxic
roman catholics in the us are trash. they give catholics in europe a bad name.,toxic
roman on gta iv is a pussy.,toxic
ronnie radkes a fucking fag. fronz owns his ass.,toxic
ronny kamm is a pussy,toxic
rosco would get jealous though. he a bitch,toxic
"rose colored glasses only, you guys.",normal
"roseanne really bums me out. the show, and the woman. on that note, its time to chug some zzzquil.",normal
roses be red orchids be bigger  donts tell yo daddy you fuckin a nigger,toxic
ross a bitch for not responding,toxic
ross got amber rose naked these hoes aint loyal wiz,toxic
ross text me back you twat,toxic
rotherdam  coverup young girls sacrificed on altar of political correctness in favor pf paki pedo gangs,normal
round  on you hoes,toxic
rows for the hoes curls for the girls planks for the skanks  deep cuts for the sluts quads for the broads no pecs no sex,toxic
roy hibbert so trash. its unbelievable.,toxic
rt ; stop being a hoe sheesh ; i want 3 boys;;,toxic
rt ; when i see you walk up i think hoe;,toxic
rt for a hdm everybody ;;;; block bitches too,toxic
ruby is not ugly  bunga,normal
rudy throws fastballs near charlie;s chin..no sweat crist ducking giuliani campaign politics in florida! dog,normal
rule number one never pursue a bitch from da ova side,toxic
rule number two dont trust nobody especially a bitch with a hookers body,toxic
ruley a bitch ry,toxic
"run in ya spot, smash ya hoe fuck on ya couch",toxic
run it in her pussy like a crash dummy.,toxic
"run it up first , these hoes come later;;",toxic
run out with the baldhead bitch thing....,toxic
"run that nigga, you dont want that nigga, but i need a bad bitch thats hotter than me",toxic
runnin so much game i fuck around and lap a bitch..,toxic
running dangerously low on cigarettes these bitches better last me till monday or tuesday,toxic
russel martin had a miserable season but is quietly having a good september,normal
russian roulette that hoe,toxic
rusty hoe to bumpin 2 me,toxic
so  for keeping me sane when im a cunt,toxic
"so to all the hoes waiting up for that goodnight text.. bitch please, that nigga dont love you",toxic
so the young bitches and females ;,toxic
so to flowing wells varsity soccer tomorrow yall are playing ironwood kick their asses. im pretty sure this fag is playing,toxic
so to my luus. these are down bitches! dont fuck with them.,toxic
"so to my favorite nigger to work on the plantation  just remember next time, ask for the watermelon. dont steal it.",toxic
so to the fine bitch at walmart just now. melted me at the ankles 0_0,toxic
so to this hoe tonight ol hating ass,toxic
so that real bitch,toxic
so to dat bitch ass nigga in alabama who wanna kill me,toxic
so to my ace boon  one of the few of the real girls on campus!!,toxic
so to my mom came home to tacos and brownies ;;;,normal
so to my old hoes..so to my new hoes!!!,toxic
so to the homie  niggah stay making bomb food when we high af,toxic
see!! i told yall nikko was holding her ass up!! that bitch aint got no upper body strength!!!,toxic
send yall bitch asses fishing with us rt  we aint beat san antonio all season i dont wanna play them nigguhs,toxic
shit! rt  i want a bitch so bad that id eat her in front of her kids!;,toxic
"sir. please go text your mexican bitch, because im not finna deal witcho childish ass ;",toxic
"smh maybe they dont wanna be actual whores. rt  if you have wet pussy, you shouldnt have a dry purse",toxic
snl mocks entire obama tenure in ebola skit  hot air,normal
somebody please bring out of my hotel room and hire me for something realgt; i work hard for somebody throwing me in the trash.,normal
soo guys those tweets are bullshit. be you.. and if the bitch is to stupid what she wants then she not stupid its that she doesnt want u,toxic
stfu boris fagjo! rt  cause he a faggot!! makes sense now right?? rt  bran prolly real nurturing lol,toxic
stop texting these hoes good morning!,toxic
swag !; bitch im serious,toxic
"sad that girls look up to kim so much. like damn she got famous from being a hoe, and making sex tapes. we need to find better role models.",toxic
sadboy bitch we worldwidee,toxic
said you a mean bitch,toxic
sakurako legs spread wide as she takes a big cock deep in her;twat,toxic
saltine crackers for dinner lol. sad lyfe.,normal
salute rt  ; rt  spit on my chest like a nasty bitch.,toxic
salute a real nicca,toxic
"sam is hands down easily no doubt in a million years my least favorite character, such a little bitch!",toxic
"sam is such a bitch, ronnie got in a fight because of you ;",toxic
"same bitches they be all in my face bout how they couldnt do it , be the same bitches all on his dick ;",toxic
same hoe said i couldnt get it tryna kick it.,toxic
same hoes with they ass out tonight gonna be singing jesus loves me in the morning,toxic
same niccas tryna be around me .. the same niccas that used to down me!,toxic
same people bitchin about jetpacks and shit in aw are counting down the days until it comes out buncha fags.,toxic
same reason u look like anthony davis with them eyebrows why the fuck do niggers act so different when girls are around?s,toxic
"same shit rt  but your bm tho? ...  if my ex wanna go fuck my enemy, may god be with her. aint my hoe no more.",toxic
same. rt  that was back when i found myself listening to mad real hip hop. zero bitches in sight,toxic
sapete che? vi odio..... ho finito..,normal
"savage can fuck right off, shirty cunt",toxic
saw 5 pick up a dime off the floor with her toes. apparently my monkey toes gene is strong with that one.,normal
saw a vine of kobe calling dwight howard you a bitch ass nigga,toxic
"saw brownies on the kitchen counter, bit into one and immediately a surge of pain and spice hit my tongue. chili flakes. eff you, brian.",normal
saw my dog humpin this female dog the other day. now the female is waiting outside my door for a quick hook up. my dog gets bitches!,toxic
saw this bad bitch today  ;,toxic
saw this little freshman ho with what looked like spiked dog collar stupidest shit ever so everytime i saw her i said so sexy lmao,toxic
saw three grown men on a motorcycle and that bitch was barely moving lmao what the hell,toxic
say im wrong but i can treat that pussy right,toxic
say it again rt  alotta you bitches standards are niggas that;s outta yall league,toxic
say it to me when i confront you pussy fuck,toxic
"say its all about the hoes when its all about ou, even when im with my hoes, i tell em all about you",toxic
say my fuccn name hoe!,toxic
say my fucking name hoe,toxic
"say what ya want but if im single and i have the opportunity to have a dick in my ass and pussy at the same time, ima take it.",toxic
"say what you want about  , but that bitch has pipes!",toxic
say you love that bitch so much ill kill yo ass in front of her,toxic
say you love that bitch so much ill kill you right in front of her,toxic
saya natsukawa gets her pussy fucked and licked by two horny;japaneses.,toxic
scandal a negro bed wenchs fairytale and propaganda  via  a must see for hebrew daughters of zion!,toxic
"scary bitches on twitter never  the nigga the have a crush on, always on some oomf shit",toxic
school schoo scho sch sc s st sta stay stay h stay ho stay hom stay home,normal
school ghetto as fuck,toxic
school sucks more dick than the hoes who attend it.,toxic
"scientists have recently discovered that bitches, do in fact, be trippin",toxic
scott brooks finds new ways to flip me the bird each game. i know its the right move but,normal
scott told me at work today he wants to come over to get me drunk and then seduce my girlfriend...;; ill kill you bitch ;,toxic
scrappy got the hoes ;;;.. its 3 of em on stage i wonder how many in the audience,toxic
scrappy mom run all his bitches away,toxic
screaming like a lil bitch ;,toxic
screaming money over hoes nigga you aint fuck shit,toxic
sean kingston look like a facebook dyke,toxic
search the terms obama and twinkie and get a bunch of people rehashing the same handful of jokes while having no idea why hostess failed,toxic
seaside smell like stank ass pussy bruh;;,toxic
"seattle mayoral election this year. a choice between a bunch of women, nonwhites, and faggotsfag lovers.",toxic
sebastian is high on cat nip rn,normal
second time these gentrified bitches got on my nerves this morning.,toxic
secondary playing like hoes.,toxic
"seconds from the end whats it gonna be, pull the trigger bitch",toxic
"seconds from the end, whats it gonna be, pull the trigger bitch.",toxic
see ; ima stop ;; getting on this here twitter arguing with you hoes;;......stupidity is a trait that i ;;dont not fuck with ;;,toxic
see bitches ruin sports kobe dont play no damn football. either you was looking to be mentioned for stupidity or ya momma a hoe. or both.,toxic
"see me ride out of that sunset, on your, colored tv screen",normal
see my nig  today somebody who understands the music like me !!,toxic
see niggas they be mad and all these hoes go ;,toxic
see the jumbotron? that;s where the jig is,normal
see two of his bitches in the cluuuuub ; what he do for a living?,toxic
see when you paid them bitches pay attention but when you broke you never mentioned so fuck em and keep it strictly pimpin,toxic
see why these pussies need their guns!,toxic
see you fags in 8 hours,toxic
see you on the  side bitches.........,toxic
seegt; its a fine linegt; killing  doesnt change the source of their creation. which is  people gt; gt;,toxic
see... he already know he a faggot lmao,toxic
