cleaned_text,label
it is about time damn it if we keep listening to the damn ass teachers we are going to change from aryan to airy einstein is airy want us to believe in time travel and hooking up a hose to the sky to funnel dark energy when the damn professors funneling funds and teaching einstein s stupidity i can prove einstein stupid and i tried to meet david duke to end einstein and he did not reply any history makers ?,normal
vancouver?,normal
"i passed through there on a flight and walked through the city , oh god , i thought the plane accidentally landed in singapore !",normal
vancouver ?,normal
more like hongcouver ?,normal
unbeautiful  modern  sculpture  the harp twins camille and kennerly ask  chicago has the bean and new york had the ??? comments  it was the bull .... on wall street new york had the  ipoppedacanofcinnamonrollsandthenpiled themontopofeachotherandpainteditsilver  monument .,normal
mound of misshapened aluminum ?,normal
reminds me of homer simpson s  angry art  this looks like something i made as a kid  the winner !,normal
"this is a great resource , but they have practically no prowhite books in their library .",normal
who will volunteer to create prowhite audio books ?,normal
im scottish on my mom s side and portuguese on my dad s side and i live in the north of portugal,normal
with those who re sincere and genuine racial nationalists that s usually the best .,normal
i definitely feel that way towards snowy owl .,normal
"if a j frame .38 wont deal with it , you should nt be screwing with it without a long gun .",normal
if you cant hide a j frame you better carry a purse ...,normal
the flipside is those 70  white students will do worse with  teachers of color  .,normal
"so you elevate that minority ever so slightly , and screw the rest .",normal
sounds legit ....,normal
"i could give a course on gun safety so , that they do nt end up like that monkey that shot off his penis .",normal
"well, at least these dumb negroes got the fact that jews are evil right ; though i suspect whitey and the jews are one in the same to their primitive minds ...",toxic
ugh ....,normal
every time i ve ever taken this test i got roughly around the same spot .,normal
it seems fairly accurate to me .,normal
it was built by a contractor in new england .,normal
"the design is by   however the one you show is nice , too",normal
my website racial observer offers many free ebooks and you can check out our hardcover and paperback catalog at racial observer books,normal
paul also has a daily radio program throughout the week on white pride radio  the voice of the white resistance ! called  the fightin  side of me  .,normal
"you will find many true white nationalists indeed have tattoos so your statement they are stupid and retarded is all your own , you wont make many friend here with that attitude .",normal
"very interesting video , although i spotted at least one error ; samhain is celebrated from sunset on october 31st to sunset on november 1st .",normal
"apart from that , a decent video .",normal
"visited three different stores today , all had it in stock .",normal
your dealer is messing with you .,normal
you should look into it .,normal
"at a brewers convention , the pres. of hamms , the pres. of schlitz , the pres. of bubweiser , and the pres. of guiness all meet up and decide to have lunch together ...",normal
"at the resturant , the pres. of hamms orders a hamms , the pres. of schlitz orders a schlitz , the pres. of budweiser orders a bud , and the pres. of guiness orders a cup of tea .",normal
why did nt you order a beer ?  they all ask .,normal
"well , since you guys are nt drinking beer , i suppose i wo nt either ...",normal
okay.,normal
"but for now as i m in the states , i ll have to settle for some wild turkey  bourbon  as i watch those videos of ireland .",normal
ta ra do re do re aye .,normal
"hubble view of eris and dysnomia this is an image of the dwarf planet eris  center  and its satellite dysnomia  at 9 o clock position  taken with nasa s hubble space telescope on aug. 30 , 2006 .",normal
"hubble observations were obtained on dec. 3 , 2005 and aug. 30 , 2006 using the advanced camera for surveys .",normal
"the hubble images were combined with images from the keck telescopes taken on aug. 20 , 21 , 30 , and 31 to measure the satellite s orbit and calculate a mass for eris , which is the largest dwarf planet in the solar system .",normal
"credit  nasa , esa , and m. brown",normal
then is nt it time that whites became the minority when it comes to financing said schools ?,normal
when is that projected to happen ?,normal
"yes well the bs is on facebook , he felt disgusted by it and wanted out and left .",normal
you see through the bs and are using fb for the cause .,normal
both are valid .,normal
"great deal here ! 2 bedroom , 1 bath rural cabin home on 5.6 acres in southern missouri .",normal
"25,000 !",normal
"this place looks like the interior needs a little finishing , and appears to be built by a survivalist .",normal
7970  au  n  ft  p,normal
"this is the false front which jews present to the world , but jews are quite varied in their opinions and beliefs .",toxic
"so far , all i ve see is their facebook page which has news items and the usual facebook stuff .",normal
whatever other activities they have been doing i am currently unaware of .,normal
just for the record i have never bought a rap record or voted for any black politician .,normal
i have no use for the nba or any self important black celebrities .,normal
ive got the book sitting on my shelf  have nt read it it .,normal
it s a well built hard cover with nice thick pages if anyone is interested .,normal
ca nt comment on the contents yet .,normal
ive looked into classes on gunsmithing i can do basic things but i just dont have every tool for every gun on the market. and if it ever comes down to dooms day we are gonna need a good smithy,normal
"7.62x25 in stock  ... 96  s  907  stk  1 spg s stocks are up right now get it fast !!! _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ jgsales has almost everything in stock !!! they have alot of 308 surplus ammo in stock about the only place i have seen with it in stock .308 ammo  ... ocpath12 _ 43 check out the rest of there stuff too they have alot of ammo and guns in stock right now not sure weather to post this here but how much is brass going for i have ample supply of 223 and some 3006 , anyone interested pm me , will barter for 7.62x39 or .38 spec .",normal
"yea, i m not sure it s authenithic .",normal
"it s a good read , and tells the truth .",normal
but i ve seen it several times in the past two or three years .,normal
responding to edit comment .,normal
"yes , i figured that out on my own a few hours later .",normal
i had an ohhhh lightbulb moment .,normal
a fine shirt it is .,normal
i will be purchasing the kit next week .,normal
"the wait is a bit long , but i am interested .",normal
i have a bear compound bow i bought many years ago .,normal
i had it restrung a couple years ago but have nt taken it out since .,normal
good back up because you just never know .,normal
i believe that every manufacturer uses the same thread for their dies and their die press .,normal
so far everything has been interchangeable with no problems for me .,normal
a history of everyday things in england 10661499 .,normal
"it was written for schoolchildren about 100 years ago , but i like it .",normal
"good illustrations , and no politically correct nonsense .",normal
when they sent n iggers to space the space ships started blowing up .,toxic
white men explored space and landed on the moon and white men sent them there and brought them home safe .,normal
the thought of africans in space is laughable .,toxic
i can never pin point my eye color .,normal
truly .,normal
"they can be blue , green , or grey at different times .",normal
does anybody else experience this ?,normal
it makes me wonder if the man who built the  range  is a anti gun zealot like his neighbors and they are all in this together .,normal
does anyone know if this school was bought or was started as a school for white kids bc if so i would move my family to kansas asap just so my kids could go to a white school ..,normal
i am in the same boat as you to an extent .,normal
i usually find it handy to connect with people i want to meet etc ie text them or talk on the phone so we can meet in person,normal
"this is a sickening trend , even in countries like mine where there are not many negroes they do this and all because of the sickening media brainwashing .",toxic
"we had a great depresion many years a go some went outside the law just to make a living when you cant find a job and have nothing to eat you will do what you have to do , the people i mentioned never went on trial and were never convicted",normal
no need to allow facts to get in the way of a good white guilt message ! ... and the jew laughs loudly !,toxic
the rounds i used to use in my 5.56 would cut through trees a foot thick and quarter inch steel like a hot knife through butter .,normal
"ex   a taurus would nt have a chance , lol !",normal
i thought i was the only one interested in this .......... the first time i heard about this was in school back in 5th grade .,normal
really interesting .,normal
"although to now there is no evidence of an order to kill all jews , but see above and you can see there were orders to exterminate bolsheviks , jews , commissars , etc .",normal
great thread here is one to do with parking .,normal
"always back into a parking space if possible , makes for easier get away if in trouble .",normal
please let me know if the school needs anything and again when you get a website ready let me know the bandwith is on me .,normal
im pretty new at posting here but count me in  i think this is an excellent idea .,normal
please let me know if there is anything i can do .,normal
look what happens when whites leave black countries alone to do what they do naturally the blacks in white countries today should be on their knees thanking whites for trying to civilize them,toxic
many jews were in the red army so many wanted the opportunity to rape and murder whites under the guise of war .,toxic
"i assume you went to the high caliber gun show in houston , i usually go when they are in conroe and i know the feeling the last two or three times i did nt get much or see anything that really caught my eye .",normal
"the guy giving the beating could very possibly be a hispanic , i would have to see a much clearer video before i d give him the honor of calling him white .",normal
also notice that the nig giving the running commentary said nothing about the  white boy  a term the yard ape will never fail to use when given the chance !,toxic
"notice the video title , whenever there is a fight between a white and non white , the white is always the racist",normal
"the measurements given in that ad are whacked .. it says house  and  are 7,000 sq feet !",normal
more like 1100 max,normal
thank you sir !,normal
may i have another !,normal
truckers music  youtube trucker song by band head hands and feet  southern rock i guess  with lots of beautiful pictures and beautiful women !,normal
i have my card board decorations ready along with thumb tacks .,normal
i also have  glass magnet  type decorations for the patio door .,normal
this weekend the decorations go up .,normal
i wonder if the mex will steal them this year .,normal
i have a total of four dollars invested in decorations .,normal
99cents only stores have a nice selection of halloween stuff .,normal
dollar tree also had a selection of affordable decorations .,normal
very great pictures everyone !,normal
"most of these pictures i have never seen before , great to see new pictures of that time .",normal
thanks everyone !,normal
"there is a full video out there some where and i ve been searching for it with out luck published on may 1 , 2014 disrespectful vine of the week   fxck your neighborhood  man s glasses flew 50 meters !",normal
"those boys will use the plastic whisks as swords , and the girls  lego creations will consist of dollhouses for the few white dolls , with the dark ones in the adjoining farm pen .",toxic
"when ever i leave the house i wear one of these 1920 s type fedoras , i have quite a few .",normal
or another type,normal
"since the other thread is getting to long and bugging out , it s time to start a new one , i ll start it off with this ; preparedness i",normal
nice to see !,normal
i punched out a violent negro who charged me outside a bar .,normal
you know if you get past all of there violent animal acts of intimidation they have a soft jaw !,toxic
our school systems are nothing more then breeding grounds for the slave system the zionist are determined to create .,toxic
can you say big brother .,normal
if i would be in your possition i would give better marks to white children in your school and later that they could get to better universitys .,normal
but if a guy cant do damage one can argue the guy on the bottom is controlling with the threat of submission or reversal .,normal
weapons and training .,normal
there are a few schools around here that run women only classes and once school has a six or eight week so called boot camp for women wanting to do krav maga .,normal
i guess how it works is you just pay the six weeks up front and the classes run so many times a week for that time period,normal
"i have green eyes as well , but mine have a blue ring around the outside .",normal
they change with what i wear too and turn yellow in the sun .,normal
green eyes do seem to be pretty rare .,normal
ya the ignorant want to registered guns so only criminals will have gun .,normal
great idea will see how that goes for crime stats,normal
"while i m happy to see this loser in jail , i think it s also an excellent opsec tutorial  stfu dipwad .",normal
"take a look at the posts in this tread , its shameful that this is what we have become .",normal
i hope the mods kill this thread .,normal
funny!!!,normal
slidesong  bob rivers comedy corp  the twelve pains of christmas  youtube do nt miss the 8th day of christmas at around 1  40,normal
this captivating natural color view of the planet saturn was created from images collected shortly after cassini began its extended equinox mission in july 2008 .,normal
"oh, i forgot to say where i lived .",normal
i live in argentina ... forgotten white country in the southernmost tip of s. america .,normal
what are you using this school year ?,normal
any hits or misses from the last school year ?,normal
what educational goals or philosophies influence what curricula you pick ?,normal
bomberbike project at 20 .,normal
april 2011  down on wheels and handling test   youtube bomberbike project stage 3  motorrad mit sternmotor   youtube bomber  bike transmission stage 4  motorrad mit sternmotor   youtube,normal
i was a bmxer for a while until it got stolen by someone ... but i turned my attention to mountain bikes ... i like em you can actualy go places not just do stupid dog tricks,normal
"plop them down in front of livy , have them read it , and then write a report on it .",normal
check out my sig. for more ideas .,normal
incredible then when we see nowadays that the world is saying that there is a global village and economies are inter dependent when america sneezes the world catches a cold blahhblahdieblah it is clear that the intention is to move the world into the same economic interdependency .,normal
im sure the jews in scandinavia dumb down the education systems there too .,toxic
they probably slowly remove discipline do whatever they can to make the schools worse and worse .,toxic
anyone who believes that hitler s actions were well founded and the correct actions for the situation has to also believe that white extinction is an acceptable outcome .,normal
i remember when i was at my college during the holidays ... every single holiday would be mentioned loud and clear except for christmas ... especially kwanzaa .,normal
"lambent  lambuhnt  , adjective  1 .",normal
"playing lightly on or over a surface ; flickering ; as ,  a lambent flame ; lambent shadows .  2 .",normal
"softly bright or radiant ; luminous ; as ,  a lambent light .  3 .",normal
"light and brilliant ; as ,  a lambent style ; lambent wit .",normal
"i have an image in my mind of the soaring vault rising and disappearing into the graywhite silence , the niches in the salt walls where the saints dwelled , the few points of lambent gold glimmering feebly on the altar .",normal
"richard o mara ,  the unapologetic tourist ,  new york times , november 21 , 1999 lambent is from the present participle of latin lambere ,  to lick .",normal
took an east asian art course in college myself .,normal
you forgot to mention how chinesejapanesekorean art hardly changed in two thousand years until the late 19th century .,normal
"which is why the user said  do not confuse him with the jewish doctor of hitler s family in austria , eduard bloch .",normal
"not to mention wake forest is a fantastic university , and one of those many online universities that have been popping up .",normal
"i would never homeschool my kids , or send them to public schools .",normal
they ll all go to non denominational private schools .,normal
its funny to see a guy make fun of us and call us dumb rednecks when he spells on a 5th grade level .,normal
until you can explain the meaning of this statement i will consider you to have just outdone every troll that s been on here .,normal
as hispanic and negro populations increase test score averages will decrease .,toxic
ok i ll do that when i get back from picking him up from school .,normal
"i ll pm our address and his name , so they can get started .",normal
i did nt mean to kill this thread with that looooooooooooong post .,normal
i was hoping someone would find it useful .,normal
if it goes against the official story then that is holocaust denial and she must serve time in modern gulag .,normal
more double standards .,normal
it did nt sound idiotic in my mind .,normal
raise your kids on more than one language .,normal
apparently young kids pick languages up very quickly .,normal
i speak two .,normal
"so do my kids , and they are 4  5",normal
more the reason why i want to home school my kids .,normal
this is pretty much perversion indoctrination to kindergardeners .,normal
my prayers go to these parents who are fighting back this abomination against nature itself .,normal
well what about wwi and the armenian genocide which the following video says was instigated by international jewish cabal   ? v  ttjnz ... eature  related,normal
i m sure i would have done great in public school if the mexican gang members stopped kicking my    long enough for me to get my homework done ...,toxic
wish i could rep you for this wolfie ... i ll catch ya later .,normal
there is nothing to add to this post ...,normal
public school is no place for our children .,normal
they are nothing less than indoctrination centers designed to separate children from their parents and fill their minds with liberal propaganda .,normal
"they are often confused with whites when they hide their tail , horns , and hooves .",toxic
this is typical in public schools .,normal
if parents complain when they object to self hate their kids are labeled racist and harassed or beat up the rest of their school life .,normal
perhaps they realize people are waking up to the story and figure they should take their gains and quit while they are ahead .,normal
the site from which the above transcript is offers all major hitler speeches and directives for historical reference and has been endorsed earlier .,normal
stupidity is it s own punishment .,normal
for analogy  you put feces in your soup you put water in your cars gasoline tank you feed your livestock poison you water your plants with salty water giving your kids fas you do nt need to punish these people .,normal
living with the consequences is punishment enough .,normal
"a kosher slaughter , blessed by every rabbi under the sun .",toxic
"god s own divine intervention , aided by jewish money swindled from the goyim .",toxic
"id focus on the aspect of forced integration and that the whites acted in response to that , first .",normal
this is something we need to point out .,normal
since my family was fundimental in founding and forming texas i have been actively been trying to find work and a place to live ...,normal
do nt mess with texas,normal
"how do you explain china , a totally government owned and controlled communistic nation , yet it wastes the world s resources on junk and building empty cities ?",normal
they do nt have capitalism there !,normal
"i love knowing guys opinions on stuff like this , how they think girls should dress etc. thank you to the person who started the thread. excellent to get insight into male minds !",normal
if i may add something i d say that asians like blacks mostly .,normal
just watch them at north america and they like all black sport players and their  slang  .,toxic
i would nt marry a asian even after cirurgy .,toxic
just me .,normal
please do not hurt those fine masons first they have to hand over the maps on the locations of the cupped oil wells .,normal
i went back and found the link to the video and tried to watch it but it was too wordy and very not convincing .,normal
this truth applies to other subjects we discuss on this board .,normal
the only hope for these pups is a good clobbering and reeducation,normal
blood and honour is a world wide white organisation .,normal
have a look on the internet and you can see for yourself .,normal
hail isd !,normal
thats pretty similar for me .,normal
my mum and dad were both born in the uk but both there parents came from ireland which makes me 100  irish,normal
do you guys still attend school or how old r ya ? just want to put it into perspective since i am the only one who dresses like a skin at my school ... i think,normal
"when i get out of boot camp from the marines im going to get the eagle , globe , and anchor tattoo on my right arm big too .",normal
then i might get barbed wire around my wrist .,normal
the klan is the greatest thing to happen to this country and it will take this country back once again .,normal
we ve got big plans for our country .,normal
big plans .,normal
ika klansmen,normal
"i think the klan was best as a social club , the whole militant thing tends to turn people off and makes them look crazy",normal
white guy murders asian student days before her wedding .,normal
garners major news media attention for weeks .,normal
"black guy stabs student , and then slices her throat in front of 30 plus students and faculty , garners barely a mention in the msm .",normal
im not lol .,normal
my computer got that backdoor tojan virus  .  .,normal
and this site was resticted on my moms computer so it took me a few days to hack her pw and change that .,normal
i m supper happy ur at my school im not alone,normal
yeah i saw it. but i was a hardcore wigger when i used to play vice city 247. i paid no attention to it when i saw it. but its cool you found it,normal
"thats just stupid to say that , because you have probably heard maybe 1020 artists and those are the       s on tv and stuff. there are tons of white , nonwigerish rappers that dont  scream  about something",normal
i own this game and it is by far the most violent and sick game i have ever played .,normal
my children are not allowed to even watch it never mind play it .,normal
"sid wore that shirt for shock the sex pistols were never racist , a good example of a racist punk band is agnostic front .",normal
dont screw your life up because of some stupid little fight by using a weapon .,normal
"first off they probably wont do anything , second off dont start anything .",normal
"i dont watch tv other than to watch sport  rugby , soccer and cvricket  and occasionally a movie , i d probally watct more than 5 hours a week though !",normal
"we should start gangs of our own and kill them and rob their homes , is this what the liberals wanted as  diversity ?",toxic
i rarely watch tv but if i do it s most likely a movie or something of that sort .,normal
sometimes i do watch shows about wwii on the history channel but other than that i never watch it .,normal
i would never date a black guy .,normal
i am a white female and i am proud of my race. and dating a black would be disgusting,toxic
"let me say it like this  i hate school , i hate learning and i hate reading .",normal
an good education is allot but not everything .,normal
i was only 12 at the time it was scarey as i was all alone .,normal
later on the divorced lady down the street helped me out .,normal
its not scarey at all anymore .,normal
s.s.,normal
what does it mean when you have blue eyes with a slight ring of brown around the pupil ?,normal
can they mix like that ?,normal
or is it exposure to the sun like i heard someone on here say ?,normal
"i opened this new thread because i think it s important to talk about any problems , which do you you  or someone else  have .. in connection with nonwhites ..",normal
kamerad,normal
"i cant wait , i ve been wanting something to say to these wiggers , but i can never find the right words .",normal
man i always have a hard time when ever i try to make a website too much stuff to do i get confused well anyway id really like to see that website whenever you get finished with it heil hitler,normal
there are many alternatives to adopting little mud babies.there is srrogate mothers and invitro fertilization are just two.if these are not financialy possile then wait till it is .,toxic
do nt betray your race .,normal
your history teacher has to do what the zionist butt heads want them to do .,toxic
"its simple , they want to create white guilt , .",toxic
im kind of curious what all of you think .,normal
"ive talked to lots of punks about it , and i get the same response from them that i get from blacks and minorities. i want to hear a more educated opinion",normal
i dont want a black guy or any one that isnt white and my friends dont either you must be going for the wrong girls .,normal
i would just like to express how sick and tired i am of biracial halfbreeds kids at school boasting about their  unique heritages  .,toxic
they go around school acting like being half whitehalf black or half whitehalf asian is something to be proud of .,toxic
i d rather see a purebreed black or hispanic than arrogant half breeds .,normal
"fags are a big problem , they are recruiting our kids , in the schools that we pay for .",toxic
support the boy scouts .,normal
wrs 1488,normal
"i note one of your other posts was worried because of the delay in your posts showing up  don ;  t worry about it , it s just that we have to check your stuff while you are new",normal
the youth is not a internet thing .,normal
we hold youth bible stuides  free  and you do a lot of at home studing .,normal
"you ca nt attend regular meetings , but you will attend youth meetings , and all major rallies such as nordic fest .",normal
being youth is a great way to learn a lot about the bible and the movement .,normal
i wish i had been in the youth corps .,normal
theres this girl at my school and she is really tall and she is the darkes       ive ever saw and she sat by me and i moved too the next table and she had a bag of cookies and she could not open it so she was trying to open with her teeth like a dog slaping it back in foruth finlly this white trash girl opened with her mouth then she had the nerve to spit on a white girl and thegirl did nothing but smile and then this mixed kid had the neve to ask me out i told him no and go to hell. this was my day at school suced huh. hope you tyep back sorry for spelling .,normal
im trying to get a white nationalist group together in connecticut .,normal
if you are interested reply to this message or pm me .,normal
"thanks , scott",normal
"never heard of them , but give me a few of their song titles so i can download and have a listen .",normal
"i didnt try it yet but i guess i should check it out ; thankx i hope that link gave whoever needed it some info on whatever she  i dont remember her name , sorry  needed later",normal
"hello all , i was wondering , what does the tripple 7 flag stand for ?",normal
i see manialy blood and honour use it .,normal
thanks  fenian,normal
the day i m told i have to get something put under my skin or a tattoo of something i do nt want on my body is the day i move to europe,normal
"nothing wrong with quebec , they have very white cities and are a proud group of people aside from the gay section of montreal , its a very nice city",normal
none of these options fit me .,normal
i had never even heard of stormfront until the night i found it and joined .,normal
"we know , but trump s kids are all married to or dating jews and he s expressed his full support of thelgbt community and gay marriage even if he is not out waving the fag rag in fag pride parades .",normal
"in canada , i m sure it means american injuninnuit .",normal
"if someone on that bus was carrying a piece , they could ve taken care of that savage before he managed to stab the victim 5060 times !",normal
"check out the small northern ontario towns , holtyre , ramore , king kirkland , englehart , black river ... saw one nonwhite in 5 years  not counting the occasional native  .",normal
meanwhile those nonwhites continue to breed even as their nonwhite societies continue to inflict their harsh uncivilized nonwhite culture on us .,toxic
they just do nt know when to stop breeding .,normal
their nonwhite societies are failing in every area and yet they are trying to force white civilization to accept their backward nonwhite culture .,toxic
fee hours in any direction and there is none of that .,normal
especially in the cariboo .,normal
the remoteness and weather is not desirable to them .,normal
i got so sick and tired of all these idiots who think jacob zuma is the problem that i decided to hold up a mirror instead .,normal
i would move too but unfortunately there is nowhere that is untainted .,toxic
the next step is to network with fellow whites .,normal
i would not even entertain myself with his so called work it s all trash and does nt being with the wn movement .,normal
"we are trying to get people in every white nation around the world to distribute white nationalist flyers on saturday night , october 13th .",normal
can we count you in ?,normal
they can be downloaded from these sites  www.solargeneral.com www.natvan.com www.ncoal.com,normal
just saw an video that i would share with you guys youtube   white genocide in africa  the beginning of the end !,normal
day of honour was good this year we come back next year greetz from flanders  belgium  heil hongary heil flanders heil blood an honour world wide,normal
like the  white  african  what the hell is her name  ..,normal
lady gaga .,normal
yes and in the meantime you forget that you belong to a nation .,normal
i take the assumption that your nation is so crap is not worth remembering .,normal
the peanut butter was not as important as the time machine used to go back and teach the ancient incans how to make it .,normal
sounds like when i was down in collier county last summer .,normal
"golden gate is nothing but hispanics , with some haitians thrown it .",normal
"literally no whites when i lived in naples when i left it was a lot of non white , but nowhere near like it is now .",normal
it would be great if we could get every last white out of there so no one would be there to fix things .,toxic
when he gets out he ll have more support than ever .,normal
this was a bad move by the jew puppets .,toxic
they are out of ideas .,normal
louisiana   petitions.whitehouse.govpet ... nment1wrvtngl texas   petitions.whitehouse.govpet ... nmentbmdwcp8b florida   petitions.whitehouse.govpet ... nmentd87rv7yj montana   petitions.whitehouse.govpet ... nmentl76dwhwn kentucky   petitions.whitehouse.govpet ... nmentrskkyzb6 indiana   petitions.whitehouse.govpet ... nment51jyvz5l south carolina   petitions.whitehouse.govpet ... nmentkl6qrls8 georgia   petitions.whitehouse.govpet ... nmentpgj9jly3 new jersey   petitions.whitehouse.govpet ... nmentryvjgddt north carolina   petitions.whitehouse.govpet ... nmentrx1kdyts oregon   petitions.whitehouse.govpet ... ationx3kwx8kf missouri   petitions.whitehouse.govpet ... nmentvd92r3yg alabama   petitions.whitehouse.govpet ... nment2tvhjssc mississippi   petitions.whitehouse.govpet ... rnmen9m9rdl8n colorado   petitions.whitehouse.govpet ... nmentlwdshfl3 north dakota   petitions.whitehouse.govpet ... nmentlqpgbvvl new york   petitions.whitehouse.govpet ... nmentrsbkpcf9 arkansas   petitions.whitehouse.govpet ... nmentk6lhpsbx georgia    petitions.whitehouse.govpet ... nmentzxyy751d michigan   petitions.whitehouse.govpet ... nment022ssmwp pennsylvania   petitions.whitehouse.govpet ... nmentkt8fl7ng,normal
"we have to get back to our countries being for our race , the same as every other race s country is for them .",normal
"ever since sf came back on line people have adopted a more aggressive line of debate , the threads i have been on seem to have gone that way pretty quickly anyway .",normal
not just encouraging but actuallly paying them bonuses .... so a black managers in state service gets his bonus determined on how few white employees he has,normal
below is a message that was publicly displayed many months ago on the website of the president of the united states .,normal
"at the link just below , i ve been urging our brothers and sisters in south africa to run that message or a similar message on that site every month  malaysians , venezuelans , chinese let white house broadcast their agendas",toxic
it is the spiritual awakening as i says stupid !,normal
"people of the us are getting it together , finally .",normal
youtube  mike castle on peebo s birthcertificate .,normal
for ten dollars it would give me some entertainment .,normal
"eventually , the city would take it back and i d be out ten bucks. more entertainment .",normal
come and have a look around the area where i live and see all the 1825 year old muslims parked up outside the schools trying to entice 13  16 year old english girls to get in their cars .,normal
they probably arrest them and throw them in jail so that they will be raped and infected with aids .,toxic
definitely an act of genocide .,normal
the headline brings to mind an old joke ; i have bad news and good news for ya .,normal
"bad news is , weonly have cow sh  t to eat. good news is , there s plenty of it !",normal
sergey brin claims his family were victims of  antisemitism .,normal
below is the  story of sergey brin  the owner of google .,normal
he said he is offended by the jewwatch website . jewish google owners,normal
"i guess these blind idiots overlooked the nfl and nba , if they do nt like it why do nt they just leave , no one will miss them .",normal
here are a couple of security cam pics from the armed robbery that took place yesterday but was quickly ended by police .,normal
well this is just like westchester county advertising solely for nonwhites to come and live there in projects .,normal
zog is getting rid of every whitedominated area in the world .,toxic
there is a survivor support page on facebook .,normal
90   of those on it are white .,normal
there are few if any blacks .,normal
this girl is white .,normal
"her life was taken in her own home by intruders in a robbery attempt , who never gave a second thought to this child s love of life .",normal
justice for emily,normal
they do not want all of us to find out how she was raped and tortured .,normal
can you imagine the hell this young girl went through and for how long .,normal
this should be on every major news channel in america .,normal
lets heal our nation and expose the enemy wherever he may be .,normal
not only is this case typical of the feral sub humans but it s a perfect example for our people of how totally out of control they are and that they cannot be allowed to remain among us .,toxic
let s use this one for videos and posting everywhere .,normal
do nt let that poor kid die in vain while we still draw air,normal
this is another case that just hits you in the stomach hard .,normal
poor kid if you can swing it folks also get a good guard breed dog .,normal
groids are scared to death of a big aggressive dog .,normal
never leave your children unguarded !,normal
man as that video went along i got more and more fearful that there would be a tag at the end stating all in the video had been assaulted or murdered. glad it turned out better than that .,normal
they also said the same thing about the white girls that was severely beaten on halloween a few years ago and also about the pregnant woman that was beaten in front of her own house .,normal
it seems that what they are trying to say is that if you are white you are in the wrong place at the wrong time anywhere in the world .,normal
this was just on the news  apparently the negro left a cigarette butt behind at the other house he attempted to break in to complete with his dna .,normal
negros are so dumb .,toxic
"hell, if he had been white they would have thrown his ass in jail , suspended him from school , and it would have been all over cnn abc nbc and cbs .",normal
right.,normal
there is no planet x. let s stop talking about it before we start looking like crazies .,normal
false information and bad science is right .,normal
to hell with planet x !,normal
"i readnesta webster , gary allen , douglad reed and the protocols over30 yrs ago and i feel sorry for you who cannot work roundit or throughit .",normal
these have had a glimps  ? docid  3664960863576873594  hl  engb,normal
great link .,normal
did you note all the info on israel ?,normal
i ll bump it so it ll be easier for me to find later for reference .,normal
i ll have to rep you for it later .,normal
this is going to have to be pinned once the world cup starts next summer .,normal
"any europeans traveling to this country must be insane , i hope any whites traveling there stay safe and use good judgement at night .",normal
they are so busy with their own causes that they do nt see the storm that is brewing on the horizon .,normal
this is a good one .,normal
"you can take a negro out of africa and have it grow up in boston and orlando , and it still reverts to its innate negro ways the moment it hits its native african soil .",toxic
orture ? mode  pf,normal
i came to terms with that and the fact that they are better with a spear than i will ever be .,normal
"ordered a copy the other day , cannot wait to settle down for a good read in front of the fire here .",normal
hunter  sounds good too .,normal
intj introvert  78   intuitive  38   intuitive thinking  100   judging  56   i find the descriptions of they give to be fairly accurate regarding myself .,normal
"however , after visiting a few intj specific forums i m much less enthusiastic regarding this personality type business .",normal
since they are all learning english now as a second language what would be the reason for changing to german .,normal
in the battle of languages english has won .,normal
have fun trying to convince europeans to unite under one government after the eu collapses .,normal
is it that hard to comprehend that your plan is utopian ?,normal
it is very sad to see that the wnns movement has a class divide we are the same race therefore we should band together !  reat123 1488,normal
the people you surround yourself with are another source of brainwashing .,normal
"you can start out as an aware person who does nt need a herd to tell if something just is nt right , but if you have no allies and you re bombarded with the mass point of view , you will succumb more and more .",normal
"whether you get along well with the people is irrelevant , and it s even worse if you get along with them on a personal level because you will express yourself less to avoid offending them .",normal
i m not saying  do nt go out of your house and do nt talk to anyone  but it s really important to stay grounded with a group who are nt part of the mass. it s much easier to remain independent and avoid being caught under the stampede if you have a reminder that you are nt the only person who s not part of the mass. uuuugh !,normal
"tv , though .",normal
"i wo nt own one , but they re so entrancing .",normal
"my boyfriend needs to watch this video ... i ve gotten fed up before and told him to turn the damn thing off and put on some music , look at things on the internet , or go somewhere out of the house .",normal
"the computer can be equally unproductive , but at least you have control over what you expose yourself to .",normal
woman pulls pistol on loud mouth girl  youtube,normal
get the hell out before you people become part of a great dirt !,normal
most probably the next generation whites wont have much difference from the native population !,normal
no further words are needed .,normal
the image of an advertisement against race mixing speaks for itself .,normal
_ vie ... isobox  1  rec  2,normal
well we must send money so you can arm yourselves .,normal
i saw on the news that one can buy an ak47 for seven us dollars .,normal
this is black behavior as well .,normal
lack of compassion seems to go hand and hand with lack the of white blood .,toxic
seems none of these pinheads wanted to get dirty .,normal
youtube    ; india ministers watch as cop bleeds to death   ;  rlm ;,normal
ive posted a thread in stormfront latin to help spread the wnps and too see if we can get more translations .,normal
"the biggest problem is new york.there are blacks all over the streets , when you re in new york think you re in nigeria .",toxic
i think we can learn from the mistakes of the past.no one is perfect so no one can have total power .,normal
