text,label,cleaned_text
"This is from the backfile of Stormfront 's Advance Scout , which is solely devoted to promoting the organizing strategy of PLE-Legionism .",noHate,"this is from the backfile of stormfront s advance scout , which is solely devoted to promoting the organizing strategy of plelegionism ."
I saw the same textbook picture the other day but for the life of me cannot remember where I was at .,noHate,i saw the same textbook picture the other day but for the life of me cannot remember where i was at .
Its a great piece of history to know .,noHate,its a great piece of history to know .
32,noHate,
How is it possible for someone to construe my post in this way ?,noHate,how is it possible for someone to construe my post in this way ?
"Actually , I was responding to a Swiss person whose message is close to the beginning of the thread .",noHate,"actually , i was responding to a swiss person whose message is close to the beginning of the thread ."
"Yes, everyone should check these videos out , as they 're a great way to introduce people to the idea of an open White Nationalist community ( PLE ) .",noHate,"yes, everyone should check these videos out , as they re a great way to introduce people to the idea of an open white nationalist community  ple  ."
The update on this situation in San Francisco is that a judge rejected the idea that guns could be banned there .,noHate,the update on this situation in san francisco is that a judge rejected the idea that guns could be banned there .
Turns out Ms. Whigger has an arrest warrent out for not showing up for court for traffic violations according to the Kalispell Police Dept ....,noHate,turns out ms. whigger has an arrest warrent out for not showing up for court for traffic violations according to the kalispell police dept ....
These videos are great in that they are just long enough to get in all that is needed on a particular subject and just short enough to keep it on point and interesting .,noHate,these videos are great in that they are just long enough to get in all that is needed on a particular subject and just short enough to keep it on point and interesting .
This is my next read .,noHate,this is my next read .
I 'm going to carefully study it so hopefully I 'll have some decent input to contribute .,noHate,i m going to carefully study it so hopefully i ll have some decent input to contribute .
Where in Alabama are you ?,noHate,where in alabama are you ?
"I 'm in Birmingham , myself and even the nicer suburban area where I 'm from is getting darker and darker .",hate,"i m in birmingham , myself and even the nicer suburban area where i m from is getting darker and darker ."
We need to start a pool on stormfront and use the money to buy this place .,noHate,we need to start a pool on stormfront and use the money to buy this place .
Maybe it could be used as some sort of gathering spot for WN .,noHate,maybe it could be used as some sort of gathering spot for wn .
"I'm fat , and have two cats .",noHate,"im fat , and have two cats ."
20 + is needed .,noHate,is needed .
Not going to be able to stop for drinks except for the occasional gas station bottled water .,noHate,not going to be able to stop for drinks except for the occasional gas station bottled water .
I 'd have no way to keep the van air conditioned at a restaurant .,noHate,i d have no way to keep the van air conditioned at a restaurant .
"I dont think anyone is going to decide , its going to be where whites feel the most at home among their own .",noHate,"i dont think anyone is going to decide , its going to be where whites feel the most at home among their own ."
"Yeah, the map is not the territory .",noHate,"yeah, the map is not the territory ."
I find it funny how obsessed many posters are here about how `` White '' and area is .... as if `` Whiteness '' is gauged by skin color alone .,noHate,i find it funny how obsessed many posters are here about how  white  and area is .... as if  whiteness  is gauged by skin color alone .
Was n't Bill Clinton the first `` black '' president ?,noHate,was nt bill clinton the first  black  president ?
You can have chickens in your back yard here in town in Kalispell .,noHate,you can have chickens in your back yard here in town in kalispell .
As long as they have a place to get warm and you have a heater for the water so it doesnt freeze they do fine .,noHate,as long as they have a place to get warm and you have a heater for the water so it doesnt freeze they do fine .
The best way to prevent Black on White rape is to succeed in our goal of removing them all from white countries .,hate,the best way to prevent black on white rape is to succeed in our goal of removing them all from white countries .
Newsnet14.com thugreport.com It 's a shame most of the people that came here are just rambling about killing people though lol ....,noHate,newsnet.com thugreport.com it s a shame most of the people that came here are just rambling about killing people though lol ....
"The problem is there are thousands of people , mainly europeans , who just create a profile and then post 0-4 times and then vanish .",noHate,"the problem is there are thousands of people , mainly europeans , who just create a profile and then post  times and then vanish ."
I dont think we would get their $,noHate,i dont think we would get their
Cant say over the net what I do EVERY day for our cause but you can bet I do my part .,noHate,cant say over the net what i do every day for our cause but you can bet i do my part .
It may be on a small and local scale but I contribute every day .,noHate,it may be on a small and local scale but i contribute every day .
Lonewolfing mostly .,noHate,lonewolfing mostly .
Hello Brothers and Sisters Just wanted to let you know I had ask for a user name change and they approved it .,noHate,hello brothers and sisters just wanted to let you know i had ask for a user name change and they approved it .
So within the next day or so my user name will be MICHIGAN GHOST I just did n't want to have anything associated with Bradley or the uka !!!!,noHate,so within the next day or so my user name will be michigan ghost i just did nt want to have anything associated with bradley or the uka !!!!
"Unfortunatly I am going to miss the 21 of march , but on the 23 me and about 10 other white nationalists are going to put several thousand copies of the white nationalist newspaper nationell idag in mailboxes .",noHate,"unfortunatly i am going to miss the  of march , but on the  me and about  other white nationalists are going to put several thousand copies of the white nationalist newspaper nationell idag in mailboxes ."
"Now now lets not discriminate between muslims and jews , I say get them all back to the middle east and turn the whole sand pit to radioactive glass .",hate,"now now lets not discriminate between muslims and jews , i say get them all back to the middle east and turn the whole sand pit to radioactive glass ."
Yes I fear that a civil war is our last and only option left in a world ruled by damn antifac 's,noHate,yes i fear that a civil war is our last and only option left in a world ruled by damn antifac s
they sent many of the irish immigrants over hundreds of years ago during one of the first ever drafts I beleive .,noHate,they sent many of the irish immigrants over hundreds of years ago during one of the first ever drafts i beleive .
So lets do it to the beaners .,noHate,so lets do it to the beaners .
"A white against all other color war must happen to rid America , but will it ever happen and would it be successful ?",noHate,"a white against all other color war must happen to rid america , but will it ever happen and would it be successful ?"
Just about anything you could ever dream of can be found HERE Just about everyone agrees on illegal immigration !,noHate,just about anything you could ever dream of can be found here just about everyone agrees on illegal immigration !
Good luck !,noHate,good luck !
-Yankee Jim,noHate,yankee jim
If we each spend three hours on this we will be the talk of all of the news stations .,noHate,if we each spend three hours on this we will be the talk of all of the news stations .
"It 's easy , legal , and offers imediate gratification .",noHate,"it s easy , legal , and offers imediate gratification ."
What more could we ask for .,noHate,what more could we ask for .
"If you are looking to become involved , I would suggest you try calling the National Alliance in Houston at ( 713 ) 684-6614 .",noHate,"if you are looking to become involved , i would suggest you try calling the national alliance in houston at     ."
I've followed Mr. Kievsky 's adventures through VNN for the last couple years .,noHate,ive followed mr. kievsky s adventures through vnn for the last couple years .
He is indeed a brave man and champion of our cause .,noHate,he is indeed a brave man and champion of our cause .
Sveiks !,noHate,sveiks !
Also after sticking them on you can coat them in a flour/water mixture like they use for large posters and it dries see through and is damn near impossible to remove later .,noHate,also after sticking them on you can coat them in a flourwater mixture like they use for large posters and it dries see through and is damn near impossible to remove later .
"Cross-dressing is in , could try that !",noHate,"crossdressing is in , could try that !"
Need to break out my Brittany Spears outfit I guess ..,noHate,need to break out my brittany spears outfit i guess ..
Pretty bad when you have to hide yourself or your identity in a supposedly free country .,noHate,pretty bad when you have to hide yourself or your identity in a supposedly free country .
The cross-dressers and faggots are sure not hiding their identity .,noHate,the crossdressers and faggots are sure not hiding their identity .
We gottem-aplenty in DC ..,noHate,we gottemaplenty in dc ..
I have bookmarked the site and will check up on it often .,noHate,i have bookmarked the site and will check up on it often .
It is a great idea to organize our political action in this manner .,noHate,it is a great idea to organize our political action in this manner .
Each lemming that hears Duke will awaken .,noHate,each lemming that hears duke will awaken .
Thank you internet .,noHate,thank you internet .
"Thank you Mr. Shockly , father of the computer chip .",noHate,"thank you mr. shockly , father of the computer chip ."
Thank all you noble racialists .,noHate,thank all you noble racialists .
Jewish Supremicism is at the end of its noose. : madex,hate,jewish supremicism is at the end of its noose.  madex
i checked other. i saw the VH1 documentary `` Music of Hate '' and heard Nordic Thunder in the backround. i thought it sounded cool and downloaded some of their songs and in the info on it was the national alliance website and david duke 's EURO. i dived into the movement head first and eventually found creativity,noHate,i checked other. i saw the vh documentary  music of hate  and heard nordic thunder in the backround. i thought it sounded cool and downloaded some of their songs and in the info on it was the national alliance website and david duke s euro. i dived into the movement head first and eventually found creativity
"B.S., there would not be a race war because of Whites going out and shooting up non-White neighborhoods ; it is already open season on White Americans and White Europeans and White Australians and White Canadians .",noHate,"b.s., there would not be a race war because of whites going out and shooting up nonwhite neighborhoods ; it is already open season on white americans and white europeans and white australians and white canadians ."
"Here is the Haiti story for the negro sock puppet , posted for the umteenth time Dr William Pierce The Island Paradise of Haiti - YouTube",noHate,"here is the haiti story for the negro sock puppet , posted for the umteenth time dr william pierce the island paradise of haiti  youtube"
WTF are you laughing ' Groid The Jews are just using you Monkeys Get lost go eat some watermelon and shoot some dice or something .,hate,wtf are you laughing  groid the jews are just using you monkeys get lost go eat some watermelon and shoot some dice or something .
I wonder if he spends a lot of time trying to figure out how he got confined to the Open Forums .,noHate,i wonder if he spends a lot of time trying to figure out how he got confined to the open forums .
I have seen couple Chinese and Japanese tourists but I dont hate you .,noHate,i have seen couple chinese and japanese tourists but i dont hate you .
I just believe you should stay in your own country .,noHate,i just believe you should stay in your own country .
I think it 's tag team trolling .,noHate,i think it s tag team trolling .
One troll is on duty for several hours and then his partner in crime takes over for the next shift .,noHate,one troll is on duty for several hours and then his partner in crime takes over for the next shift .
I have tall guy privilege ... but I 'm always banging my head on the shower ceiling .,noHate,i have tall guy privilege ... but i m always banging my head on the shower ceiling .
Small cars are a pain in the ass too .,noHate,small cars are a pain in the ass too .
It's just the stupid ones who are copying Miley Cyrus like the one who caught on fire .,noHate,its just the stupid ones who are copying miley cyrus like the one who caught on fire .
The definition just says sexual dancing but that is actually something old since the 80s or maybe even 60s .,noHate,the definition just says sexual dancing but that is actually something old since the s or maybe even s .
So your allegiance is to Mexico first and America second ?,noHate,so your allegiance is to mexico first and america second ?
"This means you belong in Mexico , not the US .",noHate,"this means you belong in mexico , not the us ."
Leave now .,noHate,leave now .
Please save us from ourselves Buzz !,noHate,please save us from ourselves buzz !
Sometimes I just HAVE to feed the trolls and they serve no positive purpose here .,noHate,sometimes i just have to feed the trolls and they serve no positive purpose here .
"Sound's like the start of a bad joke : A girl with three kid 's one white , one black and one asian walk 's into a department store .....",noHate,"sounds like the start of a bad joke  a girl with three kid s one white , one black and one asian walk s into a department store ....."
84% French ...,noHate,french ...
Maybe before 1789 .,noHate,maybe before  .
"Amongst 60 millions French citizens , you would hardly find 5 millions French without foreign ancestry ( after 1900 ) .",noHate,"amongst  millions french citizens , you would hardly find  millions french without foreign ancestry  after   ."
I do not hate fox news but they throw the jew stick at you every chance they get which makes it unwatchable .,noHate,i do not hate fox news but they throw the jew stick at you every chance they get which makes it unwatchable .
Truth be told if they had a good White Nationalist on they would just crush the other networks .,noHate,truth be told if they had a good white nationalist on they would just crush the other networks .
"One thing you seemingly cannot grasp--that JEWS themselves are messiah , and their kingdom is earthly .",hate,"one thing you seemingly cannot graspthat jews themselves are messiah , and their kingdom is earthly ."
Their calling is a world ruled by `` the Chosen '' from Jerusalem .,noHate,their calling is a world ruled by  the chosen  from jerusalem .
Guess where you fit in ?,noHate,guess where you fit in ?
Unbelievable to me that all these liberals with SO MUCH love to give have zero problem stepping over all the white kids in their own country who need families to get to some random little Haitian kid .,noHate,unbelievable to me that all these liberals with so much love to give have zero problem stepping over all the white kids in their own country who need families to get to some random little haitian kid .
"I did not see any reliable sources , that connect Leon Trotski and Lenin to the Freemasons .",noHate,"i did not see any reliable sources , that connect leon trotski and lenin to the freemasons ."
That quote Trotski made proves nothing .,noHate,that quote trotski made proves nothing .
you should' t say that white are more intelligent than blacks as i am a black neurosurgeon and that takes a high level of intelligence to become so think before you speak .,noHate,you should t say that white are more intelligent than blacks as i am a black neurosurgeon and that takes a high level of intelligence to become so think before you speak .
"I personally do not think blacks in africa are strong like the ones outside. i guess it is hard to say which race is stronger. maybe no race is stronger , it could be down to individual .",noHate,"i personally do not think blacks in africa are strong like the ones outside. i guess it is hard to say which race is stronger. maybe no race is stronger , it could be down to individual ."
He's a race traitor .,hate,hes a race traitor .
"Him , his wife , and his kids have absolutely no place in a white nation and it 's disgusting how they put an end to thousands of years of evolution for being so selfish .",hate,"him , his wife , and his kids have absolutely no place in a white nation and it s disgusting how they put an end to thousands of years of evolution for being so selfish ."
You're right .,noHate,youre right .
Millions ca n't .,noHate,millions ca nt .
"But millions can believe a lie for centuries upon centuries , especially when you make investigating the story a crime .",noHate,"but millions can believe a lie for centuries upon centuries , especially when you make investigating the story a crime ."
What do you all have to say about this article ?,noHate,what do you all have to say about this article ?
Cutback of US aid to Egypt leaves Israel nervous | Fox News,noHate,cutback of us aid to egypt leaves israel nervous  fox news
Maybe he was that suicide bomber in Iraq who blew himself into a million pieces yesterday with 100 pounds of dynamite .,noHate,maybe he was that suicide bomber in iraq who blew himself into a million pieces yesterday with  pounds of dynamite .
Ka-Boooom !!!,noHate,kaboooom !!!
Those are the same Egyptians who have lived there for thousands of years .,noHate,those are the same egyptians who have lived there for thousands of years .
They fit the same DNA as the DNA found in ancient mummies .,noHate,they fit the same dna as the dna found in ancient mummies .
"Egyptians are not Arabs , they are Egyptians .",noHate,"egyptians are not arabs , they are egyptians ."
Sad thing is white nationalists DO judge Negroes by the content of the character .,noHate,sad thing is white nationalists do judge negroes by the content of the character .
We just do n't like what we see .,noHate,we just do nt like what we see .
Do you post at VNN ?,noHate,do you post at vnn ?
No .,noHate,no .
I visited it half a dozen times abt a year ago .,noHate,i visited it half a dozen times abt a year ago .
It reminded me of a bar-room shootout in old Westerns .,noHate,it reminded me of a barroom shootout in old westerns .
Then get one to submit an intro video to the show amd see where it goes .,noHate,then get one to submit an intro video to the show amd see where it goes .
"This particular show is built off of viewer submissions , they are n't out trolling the waters for specific fish .",noHate,"this particular show is built off of viewer submissions , they are nt out trolling the waters for specific fish ."
"What you say about Blacks , Arabs and Jews are LIES .",noHate,"what you say about blacks , arabs and jews are lies ."
Your all-white nation is a fraud .,noHate,your allwhite nation is a fraud .
You 'll never build it .,noHate,you ll never build it .
Makes you wonder how we invented anything at all and built nations that were the envy of the brown world when our countries were mostly white .,noHate,makes you wonder how we invented anything at all and built nations that were the envy of the brown world when our countries were mostly white .
Grow a brain moron .,noHate,grow a brain moron .
I'm not allowed to use any negro inventions ?,relation,im not allowed to use any negro inventions ?
Damn I was so looking forward to using a sharp rock tied to a stick but ok I promise I wont use any of your wondrous inventions if you stop using everything my race invented .,relation,damn i was so looking forward to using a sharp rock tied to a stick but ok i promise i wont use any of your wondrous inventions if you stop using everything my race invented .
Deal ?,noHate,deal ?
To me it means that Jewish supremacists will never again allow Whites to have a say .,hate,to me it means that jewish supremacists will never again allow whites to have a say .
Their control of all media is proof of that .,noHate,their control of all media is proof of that .
Guns n Roses is not music .,noHate,guns n roses is not music .
"Listen to Bluegrass , Celtic , Texas Swing , Rock a Billy , old time County , Southern Rock , and White Nationalist music !",noHate,"listen to bluegrass , celtic , texas swing , rock a billy , old time county , southern rock , and white nationalist music !"
Go to this thread and discover music you never even heard of before : We have our own Media now !,noHate,go to this thread and discover music you never even heard of before  we have our own media now !
"Damn affirmative action they got the white house , now our beer halls , their is only one safe place left ... God 's save Iceland .",hate,"damn affirmative action they got the white house , now our beer halls , their is only one safe place left ... god s save iceland ."
"Thank you for posting this ! this disgusting lie will hopefully one day be addressed and corrected , at that point I would hope the world will see the Jews for what they really are .",hate,"thank you for posting this ! this disgusting lie will hopefully one day be addressed and corrected , at that point i would hope the world will see the jews for what they really are ."
Skin color alone does not make a race .,noHate,skin color alone does not make a race .
"Any white who works outside can be a deep brown , but genetically is still white .",noHate,"any white who works outside can be a deep brown , but genetically is still white ."
This jew idiot is spewing nothing but propaganda .,hate,this jew idiot is spewing nothing but propaganda .
I love the home school idea and very much admire parents who care enough about their children to make the commitment necessary for it to succeed .,noHate,i love the home school idea and very much admire parents who care enough about their children to make the commitment necessary for it to succeed .
You parents who care enough to commit so passionately to your children are heros and heroines .,noHate,you parents who care enough to commit so passionately to your children are heros and heroines .
This is such an exciting project !,noHate,this is such an exciting project !
I am happy to be a part of it and my girls cannot wait to get started !,noHate,i am happy to be a part of it and my girls cannot wait to get started !
"For our Folk , Melody",noHate,"for our folk , melody"
"Unfortunately, she will find it very difficult to make a living as a historian if he does n't bow down and do reverence to the Holahoax religion .",hate,"unfortunately, she will find it very difficult to make a living as a historian if he does nt bow down and do reverence to the holahoax religion ."
"Cool, Texas is good .",noHate,"cool, texas is good ."
"Lots of companies moving in , many focused on energy sector .",noHate,"lots of companies moving in , many focused on energy sector ."
Texas is basically it 's own country .,noHate,texas is basically it s own country .
"My cousin lives there , he 's retired nypd .",noHate,"my cousin lives there , he s retired nypd ."
"Right now when I think of WASP 's , I think of New England liberals who have never had a taste of diversity in their life .",hate,"right now when i think of wasp s , i think of new england liberals who have never had a taste of diversity in their life ."
"Yeah it could very well deter wild animals from attacking , just be careful in the heat of summer to not burn the neighborhood down etc .",noHate,"yeah it could very well deter wild animals from attacking , just be careful in the heat of summer to not burn the neighborhood down etc ."
"If it 's a true , SHTF , 72-hour BOB , you 're going to need a lot of stuff and $ 100 is n't going to cover it .",noHate,"if it s a true , shtf , hour bob , you re going to need a lot of stuff and   is nt going to cover it ."
! 00 bucks of gear is more than enough for 72 hour .,noHate,bucks of gear is more than enough for  hour .
"The first and most absolute priority is maintaining core body temperature , a 100 bucks will do that .",noHate,"the first and most absolute priority is maintaining core body temperature , a  bucks will do that ."
"First there 's rations : food you 'll need , water you 'll need , ways to get food along the way ( guns and ammo , fishing lines , traps , nets , etc ) , and ways to get water ( containers , purification tablets , filters , etc ) .",noHate,"first there s rations  food you ll need , water you ll need , ways to get food along the way  guns and ammo , fishing lines , traps , nets , etc  , and ways to get water  containers , purification tablets , filters , etc  ."
In a 72 hour scenario you dont need food .,noHate,in a  hour scenario you dont need food .
72 hour scenario traps are a waste of time and energy .,noHate,hour scenario traps are a waste of time and energy .
There are two types of `` 72 hour '' : Wanting to be found .,noHate,there are two types of   hour   wanting to be found .
Not wanting to be found .,noHate,not wanting to be found .
"This is the base core of any pack rather it be 3 day , seven day , trunk or forever kit .",noHate,"this is the base core of any pack rather it be  day , seven day , trunk or forever kit ."
"Stop theorizing , stop dreaming and start practicing .",noHate,"stop theorizing , stop dreaming and start practicing ."
Knowledge and skill trumps gear everytime .,noHate,knowledge and skill trumps gear everytime .
https : //www.youtube.com/watch ? v = ttRFIvsuf4A,noHate,www.youtube.comwatch ? v  ttrfivsufa
Sword might come in handy for a couple silent kills or close quarters combat against lightly armed enemies .,noHate,sword might come in handy for a couple silent kills or close quarters combat against lightly armed enemies .
Sword will dispatch them rather handily .,noHate,sword will dispatch them rather handily .
"When I have the five children I wish to have , every Sunday I will read for then Mein Kampf , my bible I am not kidding .",noHate,"when i have the five children i wish to have , every sunday i will read for then mein kampf , my bible i am not kidding ."
"I can tell you that colleges in New York are very liberal , even the Christian or Catholic ones .",noHate,"i can tell you that colleges in new york are very liberal , even the christian or catholic ones ."
"Stay away from any public or state schools , would have to be private .",noHate,"stay away from any public or state schools , would have to be private ."
I've actually discussed this idea with others here on SF However it would have to be in a PLE sort of situation to have the number of students and teachers required .,noHate,ive actually discussed this idea with others here on sf however it would have to be in a ple sort of situation to have the number of students and teachers required .
I'd have to say that quite simply he is the greatest human to ever walk on this planet .,noHate,id have to say that quite simply he is the greatest human to ever walk on this planet .
In my opinion he is god like and I take inspiration from him every day .,noHate,in my opinion he is god like and i take inspiration from him every day .
THIS is precisely why I do n't watch his videos .,noHate,this is precisely why i do nt watch his videos .
I did n't watch this one either .,noHate,i did nt watch this one either .
The guy if soooo annoying !,noHate,the guy if soooo annoying !
unfortunately chicago doesnt prove this .. we need to send them all to the poles we could make better use of africa,hate,unfortunately chicago doesnt prove this .. we need to send them all to the poles we could make better use of africa
They were nothing short of a Godsend .,noHate,they were nothing short of a godsend .
Maximum resistance towards Zog !,hate,maximum resistance towards zog !
The KKK sent a shiver of fear down the spines of our enemies like most will never know .,noHate,the kkk sent a shiver of fear down the spines of our enemies like most will never know .
Commited Revolutionaries .,noHate,commited revolutionaries .
"Don't bother arguing with your teachers , just pretend to go along with what they are saying .",noHate,"dont bother arguing with your teachers , just pretend to go along with what they are saying ."
Basically just tell them what they want to hear .,noHate,basically just tell them what they want to hear .
"Found this great link while surfing : http://www.freegifts4kids.com/index .... tion = home.home New and expecting parents receive FREE baby products and coupons from major baby companies such as Gerber , Nestle Carnation , and Mead Johnson Nutritionals .",noHate,"found this great link while surfing   .... tion  home.home new and expecting parents receive free baby products and coupons from major baby companies such as gerber , nestle carnation , and mead johnson nutritionals ."
Carrying any hammer here in the UK on the streets without good cause such as you need it for work would be classed as an offensive weapon .,noHate,carrying any hammer here in the uk on the streets without good cause such as you need it for work would be classed as an offensive weapon .
It is about time damn it If we keep listening to the damn Ass teachers we are going to change from Aryan to Airy Einstein is Airy want us to believe in time travel and hooking up a hose to the sky to funnel dark energy when the damn professors funneling funds and teaching Einstein 's stupidity I can prove Einstein stupid and I tried to meet David Duke to end Einstein and he did not reply Any History makers ?,noHate,it is about time damn it if we keep listening to the damn ass teachers we are going to change from aryan to airy einstein is airy want us to believe in time travel and hooking up a hose to the sky to funnel dark energy when the damn professors funneling funds and teaching einstein s stupidity i can prove einstein stupid and i tried to meet david duke to end einstein and he did not reply any history makers ?
Vancouver?,noHate,vancouver?
"I passed through there on a flight and walked through the city , oh God , I thought the plane accidentally landed in Singapore !",noHate,"i passed through there on a flight and walked through the city , oh god , i thought the plane accidentally landed in singapore !"
Vancouver ?,noHate,vancouver ?
More like Hongcouver ?,noHate,more like hongcouver ?
Unbeautiful ' modern ' sculpture : The Harp Twins Camille and Kennerly ask : Chicago has the Bean and New York had the ??? Comments : it was the Bull .... on Wall Street New York had the `` I-popped-a-can-of-cinnamon-rolls-and-then-piled them-on-top-of-each-other-and-painted-it-silver '' monument .,noHate,unbeautiful  modern  sculpture  the harp twins camille and kennerly ask  chicago has the bean and new york had the ??? comments  it was the bull .... on wall street new york had the  ipoppedacanofcinnamonrollsandthenpiled themontopofeachotherandpainteditsilver  monument .
Mound of Misshapened Aluminum ?,noHate,mound of misshapened aluminum ?
Reminds me of Homer Simpson 's `` angry art '' This looks like something I made as a kid [ the winner ! ],noHate,reminds me of homer simpson s  angry art  this looks like something i made as a kid  the winner !
"This is a great resource , but they have practically no pro-White books in their library .",noHate,"this is a great resource , but they have practically no prowhite books in their library ."
Who will volunteer to create pro-White audio books ?,noHate,who will volunteer to create prowhite audio books ?
I'm Scottish on my mom 's side and Portuguese on my dad 's side and I live in the north of Portugal,noHate,im scottish on my mom s side and portuguese on my dad s side and i live in the north of portugal
With those who 're sincere and genuine Racial Nationalists that 's usually the best .,noHate,with those who re sincere and genuine racial nationalists that s usually the best .
I definitely feel that way towards Snowy Owl .,noHate,i definitely feel that way towards snowy owl .
"If a J frame .38 wont deal with it , you should n't be screwing with it without a long gun .",noHate,"if a j frame . wont deal with it , you should nt be screwing with it without a long gun ."
If you cant hide a J frame you better carry a purse ...,noHate,if you cant hide a j frame you better carry a purse ...
I can see the future of testing .,relation,i can see the future of testing .
All none whites scores start at 70 % passing grade 72 % .,relation,all none whites scores start at   passing grade   .
"For White students the test starts at - 40 % , passing score 99 % .",relation,"for white students the test starts at    , passing score   ."
This is to overcome White privilege,relation,this is to overcome white privilege
The flipside is those 70 % White students will do worse with `` teachers of color '' .,noHate,the flipside is those   white students will do worse with  teachers of color  .
"So you elevate that minority ever so slightly , and screw the rest .",noHate,"so you elevate that minority ever so slightly , and screw the rest ."
Sounds legit ....,noHate,sounds legit ....
"I could give a course on gun safety so , that they do n't end up like that monkey that shot off his penis .",noHate,"i could give a course on gun safety so , that they do nt end up like that monkey that shot off his penis ."
"Well, at least these dumb negroes got the fact that Jews are evil right ; though I suspect whitey and the jews are one in the same to their primitive minds ...",hate,"well, at least these dumb negroes got the fact that jews are evil right ; though i suspect whitey and the jews are one in the same to their primitive minds ..."
UGH ....,noHate,ugh ....
Every time I 've ever taken this test I got roughly around the same spot .,noHate,every time i ve ever taken this test i got roughly around the same spot .
It seems fairly accurate to me .,noHate,it seems fairly accurate to me .
No.,noHate,no.
It was built by a contractor in New England .,noHate,it was built by a contractor in new england .
"The design is by : http://www.tumbleweedhouses.com/pages/about However the one you show is nice , too",noHate,"the design is by   however the one you show is nice , too"
My website Racial Observer offers many free e-books and you can check out our hardcover and paperback catalog at Racial Observer Books,noHate,my website racial observer offers many free ebooks and you can check out our hardcover and paperback catalog at racial observer books
Paul also has a daily radio program throughout the week on White Pride radio | The Voice of the White Resistance ! called ' The Fightin ' Side Of Me ' .,noHate,paul also has a daily radio program throughout the week on white pride radio  the voice of the white resistance ! called  the fightin  side of me  .
"You will find many true White Nationalists indeed have tattoos so your statement they are stupid and retarded is all your own , you wont make many friend here with that attitude .",noHate,"you will find many true white nationalists indeed have tattoos so your statement they are stupid and retarded is all your own , you wont make many friend here with that attitude ."
"very interesting video , although I spotted at least one error ; Samhain is celebrated from sunset on October 31st to sunset on November 1st .",noHate,"very interesting video , although i spotted at least one error ; samhain is celebrated from sunset on october st to sunset on november st ."
"Apart from that , a decent video .",noHate,"apart from that , a decent video ."
"Visited three different stores today , all had it in stock .",noHate,"visited three different stores today , all had it in stock ."
Your dealer is messing with you .,noHate,your dealer is messing with you .
You should look into it .,noHate,you should look into it .
"At a brewers convention , the Pres. of Hamms , the Pres. of Schlitz , the Pres. of Bubweiser , and the Pres. of Guiness all meet up and decide to have lunch together ...",noHate,"at a brewers convention , the pres. of hamms , the pres. of schlitz , the pres. of bubweiser , and the pres. of guiness all meet up and decide to have lunch together ..."
"At the resturant , the Pres. of Hamms orders a Hamms , the Pres. of Schlitz orders a Schlitz , the Pres. of Budweiser orders a Bud , and the Pres. of Guiness orders a cup of tea .",noHate,"at the resturant , the pres. of hamms orders a hamms , the pres. of schlitz orders a schlitz , the pres. of budweiser orders a bud , and the pres. of guiness orders a cup of tea ."
`` Why did n't you order a beer ? '' they all ask .,noHate,why did nt you order a beer ?  they all ask .
"`` Well , since you guys are n't drinking beer , I suppose I wo n't either ... ''",noHate,"well , since you guys are nt drinking beer , i suppose i wo nt either ..."
Okay.,noHate,okay.
"But for now as I 'm in The States , I 'll have to settle for some Wild Turkey ( bourbon ) as I watch those videos of Ireland .",noHate,"but for now as i m in the states , i ll have to settle for some wild turkey  bourbon  as i watch those videos of ireland ."
Ta ra do re do re aye .,noHate,ta ra do re do re aye .
"Hubble View of Eris and Dysnomia This is an image of the dwarf planet Eris ( center ) and its satellite Dysnomia ( at 9 o' clock position ) taken with NASA 's Hubble Space Telescope on Aug. 30 , 2006 .",noHate,"hubble view of eris and dysnomia this is an image of the dwarf planet eris  center  and its satellite dysnomia  at  o clock position  taken with nasa s hubble space telescope on aug.  ,  ."
"Hubble observations were obtained on Dec. 3 , 2005 and Aug. 30 , 2006 using the Advanced Camera for Surveys .",noHate,"hubble observations were obtained on dec.  ,  and aug.  ,  using the advanced camera for surveys ."
"The Hubble images were combined with images from the Keck telescopes taken on Aug. 20 , 21 , 30 , and 31 to measure the satellite 's orbit and calculate a mass for Eris , which is the largest dwarf planet in the solar system .",noHate,"the hubble images were combined with images from the keck telescopes taken on aug.  ,  ,  , and  to measure the satellite s orbit and calculate a mass for eris , which is the largest dwarf planet in the solar system ."
"( Credit : NASA , ESA , and M. Brown ) http://solarviews.com/eng/eris.htm",noHate,"credit  nasa , esa , and m. brown"
Then is n't it time that whites became the minority when it comes to financing said schools ?,noHate,then is nt it time that whites became the minority when it comes to financing said schools ?
When is that projected to happen ?,noHate,when is that projected to happen ?
"Yes well the BS is on facebook , he felt disgusted by it and wanted out and left .",noHate,"yes well the bs is on facebook , he felt disgusted by it and wanted out and left ."
You see through the BS and are using FB for the cause .,noHate,you see through the bs and are using fb for the cause .
Both are valid .,noHate,both are valid .
"Great deal here ! 2 bedroom , 1 bath rural cabin home on 5.6 acres in southern Missouri .",noHate,"great deal here !  bedroom ,  bath rural cabin home on . acres in southern missouri ."
"$ 25,000 !",noHate,
"This place looks like the interior needs a little finishing , and appears to be built by a survivalist .",noHate,"this place looks like the interior needs a little finishing , and appears to be built by a survivalist ."
http://www.unitedcountry.com/search0 ... 7970 & AU = N & FT = P,noHate,au  n  ft  p
"This is the false front which jews present to the world , but jews are quite varied in their opinions and beliefs .",hate,"this is the false front which jews present to the world , but jews are quite varied in their opinions and beliefs ."
